	46_x1_CHR	46_x1_POS	46_x2_CHR	46_x2_POS	47_x1_CHR	47_x1_POS	47_x2_CHR	47_x2_POS	95_x1_CHR	95_x1_POS	95_x2_CHR	95_x2_POS
87715	2	111.02	#N/A	#N/A	2	111.02	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
45721	2	111.32	#N/A	#N/A	2	111.17	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
95987	2	111.17	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
88739	2	111.32	#N/A	#N/A	2	111.62	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
189474	3	241.17	3	111.36	3	329.31	#N/A	#N/A	12	188.2	#N/A	#N/A
8635	3	111.36	#N/A	#N/A	3	201.06	3	283.49	12	188.2	12	220.92
234363	4	111.65	#N/A	#N/A	4	148.43	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
198188	4	159.73	4	111.65	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
259870	4	111.65	#N/A	#N/A	4	148.43	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
99806	#N/A	#N/A	#N/A	#N/A	4	111.65	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
96691	#N/A	#N/A	#N/A	#N/A	4	111.65	#N/A	#N/A	4	148.58	4	137.17
19886	2	111.77	#N/A	#N/A	2	112.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
9574	4	111.95	4	159.73	4	148.43	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
37046	4	111.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7290	#N/A	#N/A	#N/A	#N/A	4	111.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76175	#N/A	#N/A	#N/A	#N/A	4	111.95	4	148.43	#N/A	#N/A	#N/A	#N/A
119328	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	112.08	#N/A	#N/A
7092	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	112.08	#N/A	#N/A
122291	#N/A	#N/A	#N/A	#N/A	4	112.1	4	148.43	4	128.12	4	148.58
194354	#N/A	#N/A	#N/A	#N/A	4	112.1	4	112.1	#N/A	#N/A	#N/A	#N/A
106991	#N/A	#N/A	#N/A	#N/A	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
903	4	159.73	#N/A	#N/A	4	148.43	4	112.1	#N/A	#N/A	#N/A	#N/A
82327	#N/A	#N/A	#N/A	#N/A	4	112.1	4	147.97	#N/A	#N/A	#N/A	#N/A
237851	4	159.73	#N/A	#N/A	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
94912	#N/A	#N/A	#N/A	#N/A	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
102825	#N/A	#N/A	#N/A	#N/A	4	112.1	4	148.43	4	148.43	#N/A	#N/A
99397	4	159.73	#N/A	#N/A	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
24826	#N/A	#N/A	#N/A	#N/A	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
74286	#N/A	#N/A	#N/A	#N/A	4	148.43	4	112.1	#N/A	#N/A	#N/A	#N/A
125311	#N/A	#N/A	#N/A	#N/A	4	112.1	#N/A	#N/A	4	128.12	4	149.03
234275	#N/A	#N/A	#N/A	#N/A	4	112.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
29009	4	159.73	#N/A	#N/A	4	148.43	4	112.1	#N/A	#N/A	#N/A	#N/A
115398	#N/A	#N/A	#N/A	#N/A	4	112.1	#N/A	#N/A	4	136.57	4	148.58
65168	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	112.23	#N/A	#N/A
67270	#N/A	#N/A	#N/A	#N/A	4	112.25	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
213784	#N/A	#N/A	#N/A	#N/A	4	112.25	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
124350	#N/A	#N/A	#N/A	#N/A	3	318.01	3	235.36	12	112.54	#N/A	#N/A
96228	#N/A	#N/A	#N/A	#N/A	4	112.71	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
102221	#N/A	#N/A	#N/A	#N/A	4	113.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
43654	9	114.69	#N/A	#N/A	9	113.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8007	#N/A	#N/A	#N/A	#N/A	6	113.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
116242	#N/A	#N/A	#N/A	#N/A	3	318.01	#N/A	#N/A	12	113.46	12	174.77
77155	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	113.46	#N/A	#N/A
93008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	113.46	12	235.97
64234	3	176.59	#N/A	#N/A	3	120.97	#N/A	#N/A	12	235.97	12	113.46
33753	#N/A	#N/A	#N/A	#N/A	2	113.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
214225	#N/A	#N/A	#N/A	#N/A	3	317.4	#N/A	#N/A	12	113.76	#N/A	#N/A
3297	2	114.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27134	3	178.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	114.37	#N/A	#N/A
28625	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	114.68	#N/A	#N/A
69647	2	114.96	#N/A	#N/A	2	116.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71553	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	114.98	#N/A	#N/A
121494	#N/A	#N/A	#N/A	#N/A	9	115.3	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
51794	2	115.41	#N/A	#N/A	2	122.42	#N/A	#N/A	2	119.23	#N/A	#N/A
67099	3	179.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	115.9	#N/A	#N/A
495	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	6	116.26	#N/A	#N/A
253010	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	116.47	#N/A	#N/A
195999	3	128.43	#N/A	#N/A	3	225.81	#N/A	#N/A	12	116.51	#N/A	#N/A
39709	#N/A	#N/A	3	130.89	3	237.49	#N/A	#N/A	12	116.51	12	172.33
26809	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	3	246.67	12	116.51	#N/A	#N/A
10976	2	116.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	121.35	#N/A	#N/A
104277	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	117.23	#N/A	#N/A
1240	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	117.41	#N/A	#N/A
70858	#N/A	#N/A	#N/A	#N/A	3	226.72	#N/A	#N/A	12	117.73	#N/A	#N/A
37057	#N/A	#N/A	#N/A	#N/A	3	226.42	#N/A	#N/A	12	169.9	12	117.73
115557	3	182.71	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	156.05	12	117.73
24303	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	117.73	#N/A	#N/A
123053	4	117.8	4	159.73	#N/A	#N/A	#N/A	#N/A	4	128.12	#N/A	#N/A
67858	#N/A	#N/A	#N/A	#N/A	4	118.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
101245	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	118.34	#N/A	#N/A
123226	4	118.41	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
103087	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	119.23	#N/A	#N/A
25832	2	119.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
116891	2	119.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
194563	2	119.23	#N/A	#N/A	2	128.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
81470	2	119.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6594	2	119.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
121633	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.26	#N/A	#N/A
73191	#N/A	#N/A	#N/A	#N/A	4	119.32	#N/A	#N/A	4	148.58	4	128.12
10015	2	119.38	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
16050	2	119.38	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
41755	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.57	#N/A	#N/A
12202	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.57	12	157.27
42038	#N/A	#N/A	#N/A	#N/A	3	160.57	#N/A	#N/A	12	119.57	#N/A	#N/A
38963	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.57	12	156.96
102895	#N/A	#N/A	#N/A	#N/A	3	314.97	#N/A	#N/A	12	119.57	#N/A	#N/A
94263	3	183.63	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.57	12	156.96
122033	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.57	#N/A	#N/A
121444	#N/A	#N/A	#N/A	#N/A	2	125.15	#N/A	#N/A	2	119.69	#N/A	#N/A
121886	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	119.69	#N/A	#N/A
16251	#N/A	#N/A	#N/A	#N/A	2	125.76	#N/A	#N/A	2	119.69	#N/A	#N/A
163666	#N/A	#N/A	#N/A	#N/A	3	119.74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36142	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	119.87	#N/A	#N/A
41503	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	120.29	#N/A	#N/A
77191	5	123.61	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	5	120.42	#N/A	#N/A
68742	#N/A	#N/A	#N/A	#N/A	1	120.44	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
95744	3	120.97	#N/A	#N/A	3	316.49	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85421	3	297.42	#N/A	#N/A	3	314.97	#N/A	#N/A	12	257.02	12	121.09
17109	2	121.35	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
142968	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	172.65	2	121.35
33935	#N/A	#N/A	#N/A	#N/A	2	126.97	#N/A	#N/A	2	121.35	#N/A	#N/A
125863	2	121.5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71652	#N/A	#N/A	#N/A	#N/A	3	314.05	3	162.4	12	121.7	#N/A	#N/A
72790	#N/A	#N/A	#N/A	#N/A	2	122.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
101544	2	122.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	125.76	#N/A	#N/A
144472	#N/A	#N/A	#N/A	#N/A	2	128.64	#N/A	#N/A	2	122.42	#N/A	#N/A
4605	#N/A	#N/A	#N/A	#N/A	9	122.44	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
230859	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	122.75	#N/A	#N/A
91738	1	123.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
104159	#N/A	#N/A	#N/A	#N/A	2	127.58	#N/A	#N/A	2	123.78	#N/A	#N/A
81942	#N/A	#N/A	#N/A	#N/A	2	123.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
98356	9	127.61	#N/A	#N/A	9	125.03	#N/A	#N/A	9	127	#N/A	#N/A
91496	9	125.33	#N/A	#N/A	9	125.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
63424	1	125.44	1	126.19	1	125.44	1	126.5	1	126.5	#N/A	#N/A
118619	1	125.89	#N/A	#N/A	1	125.59	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
90849	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	125.76	#N/A	#N/A
19053	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	125.76
93009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	125.76	#N/A	#N/A
79594	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	126.06	#N/A	#N/A
82488	5	131.77	#N/A	#N/A	5	126.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77302	5	126.79	#N/A	#N/A	5	138.12	5	130.03	5	126.79	#N/A	#N/A
220716	5	126.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	5	131.77	#N/A	#N/A
123934	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	6	127.08	#N/A	#N/A
41309	2	130.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	127.12	#N/A	#N/A
17680	2	132.58	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	127.12	#N/A	#N/A
208111	2	129.7	#N/A	#N/A	2	129.55	2	127.12	2	127.27	#N/A	#N/A
22134	#N/A	#N/A	#N/A	#N/A	2	128.18	#N/A	#N/A	2	127.27	#N/A	#N/A
41035	2	130.91	#N/A	#N/A	2	129.55	#N/A	#N/A	2	127.27	#N/A	#N/A
4535	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	127.3	#N/A	#N/A
7496	#N/A	#N/A	#N/A	#N/A	2	128.64	#N/A	#N/A	2	127.58	#N/A	#N/A
41528	2	130.46	#N/A	#N/A	2	129.55	#N/A	#N/A	2	127.88	#N/A	#N/A
67141	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	172.65	2	127.88
95930	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	127.88	#N/A	#N/A
90166	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	128.03	#N/A	#N/A
120151	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	128.03	#N/A	#N/A
99052	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	128.03	#N/A	#N/A
3990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	148.58	4	128.12
3383	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	148.73	4	128.12
15564	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	128.12	#N/A	#N/A
130567	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	148.73	4	128.12
38864	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	128.12	#N/A	#N/A
34305	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	128.12	#N/A	#N/A
164449	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	128.12	#N/A	#N/A
226767	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	148.73	4	128.12
67413	3	128.13	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122411	3	128.13	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
113601	6	128.14	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
128952	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	128.18	#N/A	#N/A
80015	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	128.18	#N/A	#N/A
12971	2	130.91	#N/A	#N/A	2	128.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85640	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	128.33	#N/A	#N/A
245879	3	329	3	128.43	#N/A	#N/A	#N/A	#N/A	12	242.69	#N/A	#N/A
243501	2	130.15	#N/A	#N/A	2	128.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
92286	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	128.83	#N/A	#N/A
214838	3	129.04	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	169.9	#N/A	#N/A
21893	#N/A	#N/A	#N/A	#N/A	1	129.38	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5878	#N/A	#N/A	#N/A	#N/A	2	129.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
88952	#N/A	#N/A	#N/A	#N/A	2	129.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
68	2	130.91	#N/A	#N/A	2	129.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
109374	#N/A	#N/A	#N/A	#N/A	2	129.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
236086	#N/A	#N/A	#N/A	#N/A	2	129.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
23426	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	6	129.66	#N/A	#N/A
1330	2	130.15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
99445	6	130.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2675	2	130.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833	2	130.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
125647	2	130.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
126175	6	131.32	#N/A	#N/A	6	131.48	6	131.32	6	131.78	#N/A	#N/A
81397	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	6	131.32	#N/A	#N/A	#N/A	#N/A
91853	1	131.66	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	135.6	#N/A	#N/A
78638	9	132.21	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
102282	9	132.21	#N/A	#N/A	9	136.3	#N/A	#N/A	9	135.39	#N/A	#N/A
261803	1	132.41	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	134.85	#N/A	#N/A
68851	2	132.58	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27057	#N/A	#N/A	#N/A	#N/A	2	133.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64814	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	133.34	#N/A	#N/A
37517	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	133.49	#N/A	#N/A
79316	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	134.7	#N/A	#N/A
121605	9	134.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	136	#N/A	#N/A
35048	9	134.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	136.3	#N/A	#N/A
36175	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	135	#N/A	#N/A
127518	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	135	#N/A	#N/A
108391	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	135	#N/A	#N/A
71664	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	135	#N/A	#N/A
29323	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	9	135.09	#N/A	#N/A
40155	#N/A	#N/A	#N/A	#N/A	6	135.12	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64932	#N/A	#N/A	#N/A	#N/A	2	160.25	#N/A	#N/A	2	135.15	#N/A	#N/A
87070	2	135.15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
55506	#N/A	#N/A	#N/A	#N/A	9	135.7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
39831	3	135.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
153400	3	135.79	3	274.15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
62250	3	135.79	#N/A	#N/A	3	288.36	3	323.82	12	226.1	12	182.41
79910	3	358.28	3	135.79	#N/A	#N/A	#N/A	#N/A	12	223.66	#N/A	#N/A
117844	3	135.79	#N/A	#N/A	3	287.44	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
84216	3	135.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
183846	3	136.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
110800	3	136.09	3	274.15	3	325.95	#N/A	#N/A	12	223.66	#N/A	#N/A
166974	3	136.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
31667	3	136.09	3	358.28	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
41737	3	136.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
41443	3	136.09	3	235.06	#N/A	#N/A	#N/A	#N/A	12	223.36	#N/A	#N/A
41343	3	136.09	#N/A	#N/A	3	286.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
21883	4	159.73	#N/A	#N/A	4	154.04	#N/A	#N/A	4	136.12	4	148.73
35921	5	136.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
45665	3	136.4	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
113678	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.42	#N/A	#N/A
105621	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.42	#N/A	#N/A
98133	4	160.18	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.57	#N/A	#N/A
77085	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.57	4	148.73
96321	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.57	#N/A	#N/A
34961	#N/A	#N/A	#N/A	#N/A	4	148.43	#N/A	#N/A	4	145.85	4	136.57
160756	4	159.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.57	#N/A	#N/A
99528	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.72	4	144.94
7822	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	136.72	#N/A	#N/A
77210	2	136.82	2	136.82	#N/A	#N/A	#N/A	#N/A	2	150.99	#N/A	#N/A
38252	2	136.82	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
33077	3	137.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
69661	3	137.01	3	262.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27167	3	358.28	3	137.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
12759	3	137.01	3	262.76	#N/A	#N/A	#N/A	#N/A	12	222.75	#N/A	#N/A
11888	3	137.01	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
92246	3	357.37	3	137.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
21168	3	137.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
103441	3	137.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
115116	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	137.33	#N/A	#N/A
90862	3	356.45	3	137.92	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
199573	3	137.92	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
90404	3	137.92	3	237.49	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
67938	3	137.92	3	356.45	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
199077	3	137.92	#N/A	#N/A	3	328.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
89098	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	137.93	#N/A	#N/A
97529	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27916	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	221.23	#N/A	#N/A
149273	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
1572	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
70454	3	138.22	3	237.49	#N/A	#N/A	#N/A	#N/A	12	187.29	#N/A	#N/A
109055	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
201537	3	356.45	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122958	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
47894	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
74849	3	138.22	#N/A	#N/A	3	284.1	#N/A	#N/A	12	187.29	#N/A	#N/A
75558	1	138.34	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	140.77	#N/A	#N/A
102693	1	138.34	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
49064	1	138.49	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36641	#N/A	#N/A	#N/A	#N/A	6	138.94	#N/A	#N/A	6	140.46	#N/A	#N/A
75139	1	139.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
61457	#N/A	#N/A	#N/A	#N/A	1	139.1	#N/A	#N/A	1	139.25	#N/A	#N/A
